gold_id,is_common_sample,assigned_to,candidate_group,rating,rating_num,content_norm,goods_name,brand_name,option_text,analysis_category,survey_size,survey_color,survey_thickness,survey_stretch,strong_complaint_matches,weak_topic_matches,risky_common_matches,positive_matches,has_contrast_marker,late_delivery,wrong_item,missing_item,damaged_on_arrival,packaging_issue,size_large,size_small,fit_dissatisfaction,finish_defect,durability,contamination,fabric_issue,thickness,poor_comfort,color_mismatch,design_mismatch,price_dissatisfaction,other_complaint,uncertain,labeler,label_notes,is_complaint_auto,coarse_labels_auto,review_id,goods_no,,label_notes,의논여부,,cross_notes
G0255,0,member3,ambiguous_low_rating_topic_only,3,3,전체적으로 디자인 사이즈 두께 배송 전부 만족 합니다 잘 입을께요,헤리티지 블레이저 시리즈,수아레,하운드베이지 · XL,아우터,,,,,,"사이즈, 디자인, 배송, 두께","다, 잘, 합니다, 으로, 입을, 전, 전체적으로","다 잘, 잘 입을, 만족",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,"불만 없음, 다만 별점 낮음",,,79538360,2723772,,,,,
G0256,0,member2,partial_complaint_in_rating5,5,5,상푼 수령하는데 엄청 빨라서 놀랐습니다 항상 파라슈트 살까말까 고민했는데 이런 행운이 찾아왔네요 일단 여름에 입기 좋은 두께고 가볍고 편합니다 좀더 빨리 만났다면 올여름 내내 입고 다녔을 데일리 팬츠로 조았었을텐데 그래도 앞으로 한두달 정도는 잘 입고 다닐듯합니다 기장감도 딱 알맞은 길이고 핏감도 입으면 다리도 길어보이고 펑퍼짐한 느낌이 없어 좋았습키다 색상별로 가지고 있어도 좋을만한 아이템이고 밑에 고무스트링이 있어서 혹시 길더라도 끌릴일 없이 아주 편안한 옷이네요,씨알에스디엘 파라슈트 카고 밴딩 팬츠 아이보리,크림소다랩,2,하의,,,,,별로,"색, 핏, 색상, 길이, 기장, 두께","다, 잘, 면, 수, 합니다, 으로, 딱, 더, 있어, 입기, 옷, 좋은, 했는데, 느낌, 입고, 살, 듯, 있어서, 키, 정도, 좋을, 엄청, 느낌이, 여름에, 옷이, 입으면, 올, 없이, 일단, 길어","잘 입고, 편합니다, 다닐, 여름, 데일리, 입고 다닐, 잘 입고 다닐, 내내, 고민했는데",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,78263320,4109782,,,,,
G0257,0,member2,ambiguous_low_rating_topic_only,3,3,생각보다 사이즈다 크게 나와서 제 신체스펟이신 분들은 더 작게 사시는게 나을 것 같습니다 그래도 스포티한 감성 있어서 맘에 듭니다,스포티 우븐 파라슈트 웜업 팬츠 네이비(SP223UWP41),데상트,NAVY_NAVY · 90,하의,,,,,,사이즈,"다, 들, 더, 보다, 있어, 생각, 티, 생각보다, 맘에, 있어서, 같습니다, 것 같습니다, 크게, 분들은, 나와서",맘에 듭니다,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,63369422,3913986,,,,,
G0258,0,member3,clear_complaint_low_rating,3,3,처음 배송된 상품이 불량이라 다시 받는데 시간이 걸렸는데 얇은재질이라 여름에 입기도 무난합니다,[나일론] 세미 와이드 스트링 카고팬츠 [베이지],모더먼트,L,하의,,,,,"불량, 불량이","배송, 품이, 상품, 얇은, 상품이","다, 합니다, 질, 입기, 재질, 여름에, 재질이, 처음",여름,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,member3,정확히 어떤 불만인지 불확실,,,78361887,1329423,,,,,
G0259,0,member3,clear_complaint_low_rating,3,3,쇠 볼에 흠집이 많아서 퀄리티가 좋지 않아요. 이거 골드 컬러도 있어서 잘 쓰고 있는데 골드보다 흠집이 많고 퀄리티가 안좋네요. 그렇지만 디자인이 가방에 달면 여성스럽고 예쁘니까 흠집들은 흐린 눈으로 보고 써볼게요.,Chaine de pluie FZ3SX632-G4,루에브르,RHODIUM,가방,,,,,안좋네요,"디자인, 디자인이, 퀄리티, 퀄리티가","다, 잘, 들, 면, 으로, 보다, 있어, 티, 있어서, 않아, 가방, 보고, 볼, 있는데, 이거","좋네요, 컬러도, 잘 쓰고",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,member3,흠집의 원인이 불확실,,,69561153,3020895,,,,,
G0260,0,member3,clear_non_complaint_rating5,5,5,얇아서시원하고편해요얇아서시원하고편해요,HAZE LACE TRACK PANTS - 5 COLOR,디어스토커,SUMMER_BLACK,하의,,,,,,"얇아, 얇아서",해요,시원하고,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,75276745,4362418,,,,,
G0261,0,member3,clear_complaint_low_rating,2,2,무겁고 지퍼 잘 안 올라가요 화장실갈때 세상 불편할듯.. 사이즈도 너무 크고 패션 유투버 추천으로 산건데 퀄리티가 여러모로 참.. 그렇네요,투 버클 플리츠 미디 스커트 레이어드 와이드 팬츠 _2COLOR,플레이스 스튜디오,CHARCOAL · FREE,하의,,,,,"불편, 불편할","사이즈, 사이즈도, 퀄리티, 퀄리티가","잘, 으로, 때, 할, 티, 듯, 추천, 올, 갈때, 가요",갈,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,member3,,,,72785797,4762354,,,,,
G0262,,member4,ambiguous_low_rating_topic_only,1,1,집에서 잠깐 신을 때도 딱딱한 건 알았지만 못 걸어 다닐정도일줄은 몰랐는데ㅜㅜ 신고 나가자마자 무릎이 저렸어요. 허리 디스크도 있어서 허리에도 무리가 가네요.,CLOUDY FLATFORM FUR SLINGBACKS - 6 colors,락피쉬웨더웨어,CHESTNUT · 240,신발,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member4,,,,50951658,3536576,,,,,
G0263,,member4,mixed_or_partial_rating4,4,4,제품 마감이 조금 아쉬우나 저렴한 가격 감안하면 괜찮습니다! 사이즈도 적당해요!,VTG 워시드 블루종_3COLOR,인더스트,베이지 · 2(M),아울렛,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member4,,,,83315990,4354495,,,,,
G0264,0,member2,clear_complaint_low_rating,2,2,옷은 이쁜데 실밥이 너무 많고 지퍼도 고장이 났습니다..,루즈핏  나일론  바람막이 윈드브레이커 집업 [블랙],페르메논,FREE · BLACK,아우터,,,,,"실밥이, 실밥, 실밥이 너무",,"다, 옷",이쁜,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member2,,,,73657412,2854211,,,,,
G0265,,member4,mixed_or_partial_rating4,4,4,옷은 좋은데 박시형인지 너무 크네요. 어깨도 품도 너무 커요. 그래도 점잖고 깔끔하게 입기에는 괜찮아요. 특별한 이벤트가 있어 사긴했는데 한번 입고 안입네요. 아마도 중학생이라 그런가봐요.,시티보이 보트자수 옥스포드 오버핏 셔츠_7color,트릴리온,XL,상의,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,73716522,1951470,,,,,
G0266,0,member5,ambiguous_low_rating_topic_only,1,1,심플하고 예뻐보이지만... 3일정도 신었고 회사에서만 신어서 순수하게 시간으로만 20시간정도 신었는데 옆부분이 거의 찢어짐. (앉아있는 시간빼면 3시간 미만) 너무 대충만든것같아요! 아무거나 갖다가 택만 붙였나 의심들정도. 그리고 다른 댓글에서도 볼수있지만 정~~말 미끄럽습니다. 신는부분이 미끄러워서 계속 벗겨져요. 그냥 잘못 만든듯. 편하다는 사람들은 다른 제품을 샀나 궁굼할정도... 얼마나 안좋은지 궁굼하면 사세요! 후기잘 안남기는데 많은 사람들이 보고 안샀으면해서 남깁니다.,NBRJGS130B / SD1101IIB2 (BLACK),뉴발란스,(19)BLACK · 270,신발,,,,,,"제품, 제품을","다, 잘, 들, 면, 같아, 수, 해서, 같아요, 하게, 으로, 할, 좋은, 듯, 정도, 보고, 볼, 신는, 짐, 거의, 있지만",,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,member5,,,,74793198,2330205,,,,,
G0267,0,member3,clear_complaint_low_rating,3,3,가격대비 용량이 좋습니다. 두번빨아도 냄새가 빠지지 않습니다.,40L 밀리터리 백팩,밀리브로,검정 · 흰색 코리아,가방,,,,,냄새가,"가격, 가격대비","다, 대비",좋습니다,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member3,,,,72472332,4596943,,,,,
G0268,0,member3,clear_complaint_low_rating,2,2,끈도 불편하고 컵도 불편하고 전체적으로 불편해서 손이 안가요,데일리 누디핏 베이직 반컵 브라팬티세트,댑,브라_LB_80B · 팬티_LB_100,속옷/홈웨어,,,,,"불편하고, 불편, 손이 안가요",,"해서, 으로, 전, 끈, 전체적으로, 손이, 가요","편하고, 편해서",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member3,,,,76820017,3085378,,,,,
G0269,0,member3,partial_complaint_in_rating5,5,5,리뷰에서 다들 크다고 하길래 정사이즈 시켰는데 발볼넓은 저한테는 작았어서 반업으로 교환했습니당 사길 잘한 것 같아용,4.5cm 라운드토 청키 메리제인 루디(CW0053BK),커스텀에이드 우먼,블랙 · 245,신발,정사이즈,,,,교환,"사이즈, 정사이즈","다, 잘, 들, 같아, 으로, 것 같아, 볼, 발볼",사길,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,79343819,3610003,,,,,사이즈가 작아서 교환했다고 언급
G0270,0,member3,partial_complaint_in_rating5,5,5,찍힌자국이 2번이나 와서 교환을 많이했는데 그래도 사고싶을만큼 이뻤어요 소매 시보리가 안쪼이는게 쪼오오금 흠.. 이쁘니까 용서가능,유니섹스 스티치 오버 바시티 자켓_블루,트립르센스,M,아우터,,,,,"교환, 교환을",,"했는데, 가능, 사고, 만큼, 소매",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,member3,찍힌 자국의 원인이 불확실,,,42012280,2403351,,,,,
G0271,,member4,ambiguous_low_rating_topic_only,3,3,흐음.생각한거 보다 막 엄청이쁘지는 않아요 그냥 봄이나 가을에 잘 입고 다닐거같은데 이가격주고 살만한지는 잘..,POSET CORDUROY JACKET,애즈온,NONE,아우터,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,member4,,,,80868433,5309549,,,,,
G0272,0,member3,partial_complaint_in_rating5,5,5,색상이 너무 예뻐요. 상품평대로 밑위길이가 약간 짧은게 아쉽지만 그것을 제외하고는 디자인 색상 다 너무너무 마음에 듭니다,W Parachute Nylon Cargo Pants - Wine,낫포너드,F,하의,,,,,아쉽지만,"색, 디자인, 색상, 길이, 상품, 색상이","다, 너무너무, 짧은","마음에, 예뻐요, 너무 마음에, 마음에 듭니다, 너무 마음에 듭니다",TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,78080249,3618920,,,,,
G0273,0,member2,partial_complaint_in_rating5,5,5,널널하게 아무때나 걸치기 좋은 후드집업!!! 지퍼 안쪽 마감이 흰색으로 되어있음!!!!,Oversized Zip Up Hoodie Black,러프사이드,4,아우터,조금 큼,화면과 비슷,적당함,,"마감이, 마감","색, 흰색","하게, 으로, 때, 좋은, 감이, 되어, 후드",,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,82208310,5209198,,,,,
G0274,0,member1,ambiguous_low_rating_topic_only,3,3,한 번 입었는데 가죽이 다 벗겨졌어요ㅜㅜ가격이 저렴한만큼 품질이 떨어져요,신세틱 레더 오버핏 자켓 [블랙],레프트서울,FREE,아우터,정사이즈,화면과 비슷,적당함,,,"가격, 품질, 가격이, 품질이","다, 질, 가죽, 저렴한, 만큼",,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member1,,,,83143107,3828259,,,,,
G0275,,member4,partial_complaint_in_rating5,5,5,드로즈를 불편하신 분들은 권합니다. 트렁크와 드로즈 중간 제품으로 가족 남자 셋 모두 이제품만 입네요.,[3PACK] 맨즈 모달 슬림핏 트렁크 V2 팬티 세트,언코티드247,L · 차콜/차콜/포레스트그린,속옷/홈웨어,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,65287143,2593444,,,,,
G0276,0,member2,clear_non_complaint_rating5,5,5,입어보니 사이즈도여유있고 운동할때 편하게 잘입고있어요 촉감도 시원하고부드럽고 빨래하면 잘마르고좋네요,에어스트레치 아노락 자켓_샌드베이지 바람막이,어프레쉬,L,아우터,,,,,,"사이즈, 사이즈도, 촉감도","잘, 면, 하게, 때, 할, 있어, 입고, 입어, 편하게, 운동, 있어요, 있고, 운동할때","좋네요, 부드럽고, 시원하고, 운동할, 편하게 잘, 잘입고",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,81754285,2508644,,,,,
G0277,0,member2,partial_complaint_in_rating5,5,5,키 160센티미터에 s사이즈는 조금 길긴한데 원래 저는 길게입기 때문에 괜찮지만 수선해야하나 살짝 생각드는 기장감입니당 두께는 가을될때쯤 입으면 좋을것같이 탄탄하고 소재도 진짜 좋아보여요 옆에 달려있는게 무난한 트레이닝복에 포인트되어서 예쁜것같아요 한여름에는 조오금 더울것같지만 반대로 한겨울에도 입을 수 있을것같아서 가을 겨울봄까지 두고 잘 입을것같아요 허리도 불편하지않게 짱짱하니 손이 자주 갈 것같은 트레이닝바지이고 길이는 마지막에 사진 참고하시면 될 것 같아요,에센셜 카펜터 와이드 스웻 팬츠 [멜란지그레이],놈브레,멜란지그레이 · S,아울렛,,,,,"불편, 불편하지","사이즈, 길이, 기장, 소재, 두께, 허리, 사이즈는, 두께는, 허리도","좋아, 잘, 면, 같아, 수, 같아요, 더, 때, 생각, 입기, 입을, 울, 것 같아, 티, 긴, 살, 것 같아요, 조금, 바지, 키, 살짝, 좋을, 까지, 봄, 하나, 있을, 같은, 여름에, 입을 수, 입으면","겨울에도, 포인트, 탄탄하고, 잘 입을, 여름, 갈, 않게, 짱",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,76397783,4603475,,,,,
G0278,0,member1,partial_complaint_in_rating5,5,5,입어봤는데 마감도 깔끔하고 색감도 사진이랑 거의 같아서 만족합니다!!,램스울 크루넥 오버 니트 (헤더네이비),테이크이지,S,상의,정사이즈,,,적당함,"마감, 마감도","색, 색감, 색감도","다, 같아, 합니다, 입어, 같아서, 봤는데, 거의","만족합니다, 깔끔하고, 만족",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,81665782,2709744,,불만없음,,,
G0279,0,member5,mixed_or_partial_rating4,4,4,편하고 운동할 때 입기 좋습니다. 다만 가격이 아주 착한 편은 아닌 것 같습니다.,에센셜 비긴즈 팬츠 - 블랙,나인티플러스,L(100),하의,,,,,,"가격, 가격이","다, 때, 할, 입기, 같습니다, 운동, 것 같습니다, 다만, 할 때","편하고, 좋습니다, 운동할, 운동할 때, 입기 좋습니다, 착",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,member5,,,,40021852,2950601,,,,,
G0280,0,member1,partial_complaint_in_rating5,5,5,먼저 토앤토 브랜드 체험단에 당첨이 되는 행운을 주셔서 넘넘 감사드려요 평소 잘알지 못한 브랜드라 더더체험해보고 알리고 싶었는데 신발 정말편하고 모양도 제 맘에 딱 좋았어요 신으면 퐁신퐁신 구름위를 걷는듯 가볍고 좋은거 같아요 사이즈는 정사이즈로 가셔도 될것 같아요 다만 높이가 좀 타이트한편이라 발볼있으시면 반치수 한치수 위로 가도 될거 같아요 전 길이가 길어질거 같아 정사이즈가 좋았던거 같아요 고무재질이라 통풍도 신경쓰였는데 신발 옆쪽에 구멍이 있어 땀도 덜 타는거 같아요 매일매일신는 저의 애착신발이예요,Zerovity TonTon 블랙,토앤토,240,신발,,,,,구멍이,"사이즈, 길이, 사이즈가, 사이즈는, 정사이즈, 사이즈로, 정사이즈로","다, 잘, 면, 같아, 수, 같아요, 딱, 더, 질, 있어, 좋은, 전, 것 같아, 재질, 맘에, 것 같아요, 듯, 타, 거 같아요, 넘, 재질이, 신발, 보고, 볼, 될, 다만, 평소, 길어, 좋았어요, 브랜드","편하고, 매일, 체험단, 체험단에, 착",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,65389454,4026527,,불만없음,,,
G0281,0,member3,mixed_or_partial_rating4,4,4,생각보다 이것저것 많이 들어가고 칸이 많아서 수납력 좋아요 다만 금속장식이 살짝 저렴한 티가 나는 소재입니다 완전 유광에 깔끔한 금속이었으면 훨씬 고급스러웠을 것 같아요,P.O.M CARD WALLET SILVER,엔와이엑스엑스,NONE,가방,,,,,,소재,"다, 좋아, 들, 면, 같아, 수, 같아요, 보다, 들어, 입니다, 생각, 전, 것 같아, 티, 살, 생각보다, 것 같아요, 살짝, 완전, 들어가, 다만, 저렴한, 나는, 훨씬","좋아요, 들어가고, 깔끔한, 수납, 이것저것",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,member3,,,,73200482,4128657,,,,,금속 장식(부자재) 저렴한 티가 난다 -> 부자재는 fabric은 아니므로 other_complaint
G0282,,member4,mixed_or_partial_rating4,4,4,색이 예뻐요 회끼 섞인 하늘색이라 차분하면서도 칙칙하지 않은 색 얇아서 사이즈가 좀 애매한 거 같아요 허리가 남아서 사이즈가 큰가 싶다가도 골반쪽은 딱 붙어서 라인이 보여요 그래도 저렴한 가격에 막 입을 수 있고 제가 키가 큰데 맥시한 기장이 너무 맘에 들어 품기로 했습니다,우먼즈 소프트 저지 롱 드레스 [블루 그레이],무신사 스탠다드 우먼,,원피스/스커트,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,member4,,,,62186141,3863287,,,,,
G0283,,member4,mixed_or_partial_rating4,4,4,허리가 조금 커서 아쉬웠어요 그거 말고는 핏이 이뻐요!!하지만 제 스팩이랑 비슷하신 분들은 무조건 제일 작은 사이즈 사셔서 허리 줄이셔야 할 것 같아요ㅜ 대신 허리를 줄이면 바지통이 커서 골반은 넓어보여요👍버튼 디테일들도 좋았어요! 색감도 생각했던 화이트 그대로구 원단도 튼튼해보이는 재질이라 빨아도 변형 없을 것 같아서 좋았어요! 🤗하지만 색도 그렇고 살짝 때가 많이 탈것 같은 재질이라 앉을때 조심해야 할 것 같아요오ㅠㅠ얇기도 적당히 얇고 가격도 적당해서 봄에 하얀바지 입고싶으면 이 제품으로 하나 장만해도 좋을 것 같아요!,화이트 커브드 절개라인 와이드 코튼 팬츠,지크립,GC 3951-화이트 · 26,하의,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,73106310,4716046,,,,,
G0284,0,member5,clear_non_complaint_rating5,5,5,옷이 올 나간게 없고 착용감이 편안하고 좋습니다.,소프트 필링 세미오버 라운드 니트 초코브라운,미니멀코드,M,상의,정사이즈,,,강함,,,"다, 옷, 감이, 착용, 옷이, 올, 없고, 착용감이","좋습니다, 편안하고, 착",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,82385625,2139775,,,,,
G0285,0,member5,clear_complaint_low_rating,3,3,색상이 하늘색빛에 가까워 아쉽습니다. 좀더 진한 회색이었으면 했는데… 그리고 많이 얇아서 지금은 못 입겠네요.,하이 스트레치 바람막이 (3color),무신사 스탠다드 스포츠,XL,아우터,,,,,아쉽습니다,"색, 색상, 색이, 얇아, 얇아서, 색상이","다, 면, 더, 했는데, 지금",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,member5,,,,68760975,3535402,,,,,
G0286,0,member1,ambiguous_low_rating_topic_only,3,3,디자인이 예뻐서 딸아이가 초가을 즐겨 입음. 날씨가 추워져 이너로 입기에는 좀 두툼함. 특히 모자부분이 크고 좀 무거움.,우먼 크롭 후드 집업 오트밀,리,S,아우터,,,,,,"디자인, 디자인이","입기, 날, 예뻐서, 이너, 날씨, 입기에, 아이가, 특히, 이너로, 모자",,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,member1,,,,67244330,4299731,,,,,
G0287,0,member5,clear_non_complaint_rating5,5,5,옷도 너무너무 이쁘고 배송도 빠르고 아주 잘 받았습니다. 사이즈도 너무 잘 맞아서 기분이가 좋습니다.,[SS] Santiago Slacks Standard (Graphite),어나더 오피스,02,하의,,,,,,"사이즈, 배송, 사이즈도, 배송도, 배송도 빠르고","다, 잘, 옷, 너무 잘, 너무너무, 기분, 맞아서","좋습니다, 빠르고, 너무 이쁘고, 아주 잘",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,62686834,3242780,,,,,
G0288,0,member5,clear_non_complaint_rating5,5,5,스타일있고 제주변에는 썬러브모자 안보여서 흔치않아서좋아요 남동생이 예뻐서 훔쳐가려했어요,Capital Cap Navy,썬러브,OS,패션소품/액세서리,,,,,,,"좋아, 타, 했어요, 않아, 스타일, 않아서, 있고, 예뻐서, 모자, 보여서",좋아요,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,77747183,3119084,,,,,
G0289,0,member2,ambiguous_low_rating_topic_only,2,2,"며칠간 착용해봤는데 일단 커서 힙한 느낌은 있으나.. 원래 무거운 짐 넣어다닐 용도로 사용하려했는데 그러지 못할 것 같아요. 딱 예쁜핏에만 치중해서 만든 가방. 아이패드 하나만 넣어도 가방은 너무 큰데 제대로 받쳐줄 단단한게 밑에 달랑거리는 바닥 하나뿐이니 뒤로 쏠려서 월,화 이틀동안 매봤는데 몸이 뒤로 쏠려 피곤합니다ㅎ.. 여행갈때 가벼운 옷같은거 꽉 채워서 넣긴 좋을 것 같아요",Afternoonlive Classic Backpack (Midnight Blue),애프터눈라이브,none,가방,,,,,,핏,"다, 같아, 해서, 같아요, 합니다, 딱, 때, 할, 옷, 했는데, 것 같아, 느낌, 긴, 것 같아요, 가방, 착용, 좋을, 중, 큰, 하나, 같은, 사용, 일단, 커서, 봤는데, 짐, 좋을 것, 넣어, 갈때, 원래","다닐, 갈, 착",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,member2,,,,26993110,2402152,,,,,
G0290,0,member2,ambiguous_low_rating_topic_only,3,3,스탠스미스 기존에 신던 것보다 발볼이 좁은거 같고 가죽이 단단한거 같아요. 발볼이 넓다면 사이즈 +1 하는것도 괜찮은 선택일거 같습니다.,스탠스미스 - 화이트 / FX5500,아디다스,260,신발,,,,,,사이즈,"다, 면, 같아, 같아요, 보다, 거 같아요, 같습니다, 볼, 가죽, 발볼, 괜찮은, 거 같습니다",,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,member2,,,,70407164,1739446,,,,,
G0291,0,member1,clear_non_complaint_rating5,5,5,너무너무 이쁘네요 멋스럽습니다 배송 빨라요 빨리 가을이와라,레더 프렌치 워크 자켓 DARK BROWN,247시리즈,L · 다크 브라운,아우터,,,,,,배송,"다, 너무너무, 빨리","이쁘네요, 너무 이쁘네요",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,78102599,4332627,,불만없음,,,
G0292,0,member5,clear_complaint_low_rating,3,3,음.저렴한 만큼 마감은 쫌 별로네요. 디자인은 무난합니다.,플랫 테리 오버사이즈 스웨트셔츠 [졸리 그린],무신사 스탠다드,M,상의,정사이즈,화면과 비슷,적당함,,"별로네요, 별로, 마감, 마감은","디자인, 디자인은","다, 합니다, 저렴한, 만큼",,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member5,,,,80288347,2705834,,,,,
G0293,0,member2,clear_complaint_low_rating,1,1,엄청 구겨져서 옴. 안에 포장비닐이 찢어져서 옴. 착용감 별로임.,ZL 모달 스포츠 캡 내장형 에어홀 브라나시,시글락,화이트 · M,속옷/홈웨어,,,,,"별로임, 별로",,"착용, 엄청, 포장",착,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member2,,,,75481206,1951451,,,,,
G0294,0,member1,ambiguous_low_rating_topic_only,3,3,디자인보고 선택했었는데 생각보단 좀작음. 빠른 배송은 감사합니다.,N214KCR060 키즈 코듀로이 미니 크로스백 KHAKI,내셔널지오그래픽 키즈,KHAKI,가방,,,,,,"디자인, 배송, 배송은, 빠른 배송","다, 합니다, 생각, 보고",감사합니다,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,53860297,2366284,,,,,
G0295,0,member3,partial_complaint_in_rating5,5,5,사이즈도 넉넉히 잘맞고 어깨도 잘맞는데 색상 이염 조심해야 하네요 흰가방이 물들었어요,울 블렌드 오버핏 웨스턴 트위드 재킷_CTO124(블랙),씨타,Black · Free,아우터,정사이즈,화면과 비슷,,,이염,"색, 사이즈, 색상, 사이즈도, 어깨도","잘, 들, 가방, 하네요, 가방이","맞고, 잘맞고",FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,member3,,,,83420174,5134993,,,,,
G0296,0,member5,partial_complaint_in_rating5,5,5,기장이 아쉽습니다 애매합니다 와이프 줫습니다,프리미엄 템플 맨투맨 - 블랙 / FTAR20000BLK,에리즈 얼라이즈,L,부티크,,,,,아쉽습니다,"기장, 기장이","다, 합니다",,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,member5,,,,63379369,2867304,,,,,
G0297,0,member3,mixed_or_partial_rating4,4,4,"배송 엄청 빨리왔고 질 좋습니다. 이쁘고 운동하기 너무 좋아요. 다만 로고가 프린팅이라 세탁했을때 걱정됐었는데, 한번 세탁했는데 살짝 갈라지는 기미가 보이네요ㅠㅜ 운동복 특성상 세탁이 잦아 금방 닳을거 같아요",메인로고 밸런스 나시,에이치덱스,그레이 · L,상의,,,,,,배송,"다, 좋아, 같아, 같아요, 때, 질, 했는데, 살, 거 같아요, 살짝, 엄청, 운동, 다만, 로고, 빨리","좋아요, 좋습니다, 너무 좋아요, 갈",TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,member3,,,,52394942,2231713,,,,,
G0298,0,member3,mixed_or_partial_rating4,4,4,화면보다 좀더 짙은 색상인데 예뻐요~다만 사이즈가 좀 큰거 같습니다(마른55),V-neck Oversized Knit Pullover - BEIGE,아방,none,상의,조금 큼,,,적당함,,"색, 사이즈, 색상, 사이즈가, 화면","다, 면, 더, 보다, 같습니다, 큰, 다만, 거 같습니다",예뻐요,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,81938159,2106312,,,,,
G0299,0,member3,clear_non_complaint_rating5,5,5,간절기에 입기 좋아서 바로 구입했습니다. 재질도 좋고 맘에 들어요.,하이넥 윈드브레이커 재킷 [블랙],무신사 스탠다드 키즈,110,아우터,,화면과 비슷,적당함,,,,"다, 좋아, 들, 질, 들어, 입기, 재질, 맘에, 했습니다, 바로","좋고, 들어요, 좋아서, 재질도, 재질도 좋고",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,83301417,4651703,,,,,
